ride_id,driver_id,distance_km,fare_usd,ride_type,city,timestamp
410,1017,4.3,16.44,premium,Nairobi,2025-01-01 06:49:00
411,1019,25.77,50.01,premium,Toronto,2025-01-01 06:50:00
412,1046,26.05,62.96,pool,Toronto,2025-01-01 06:51:00
413,1044,18.77,17.22,standard,Seoul,2025-01-01 06:52:00
414,1017,16.69,73.29,premium,Toronto,2025-01-01 06:53:00
415,1028,11.14,26.78,standard,Seoul,2025-01-01 06:54:00
416,1039,12.27,16.82,premium,Berlin,2025-01-01 06:55:00
417,1012,27.73,49.51,standard,Nairobi,2025-01-01 06:56:00
418,1043,20.08,6.7,standard,Berlin,2025-01-01 06:57:00
419,1007,14.48,47.03,standard,Berlin,2025-01-01 06:58:00
420,1008,11.4,35.02,standard,Nairobi,2025-01-01 06:59:00
421,1005,29.86,71.59,pool,Seoul,2025-01-01 07:00:00
422,1005,28.14,25.47,premium,Berlin,2025-01-01 07:01:00
423,1005,27.8,38.97,pool,Seoul,2025-01-01 07:02:00
424,1011,27.84,6.5,premium,Berlin,2025-01-01 07:03:00
425,1042,11.35,35.45,premium,Berlin,2025-01-01 07:04:00
426,1022,25.18,49.63,pool,Berlin,2025-01-01 07:05:00
427,1025,20.96,17.24,pool,Nairobi,2025-01-01 07:06:00
428,1037,27.48,28.9,pool,Seoul,2025-01-01 07:07:00
429,1000,22.33,56.67,premium,Nairobi,2025-01-01 07:08:00
430,1032,25.16,34.34,standard,Lima,2025-01-01 07:09:00
431,1047,24.21,22.32,standard,Berlin,2025-01-01 07:10:00
432,1017,17.78,15.35,premium,Lima,2025-01-01 07:11:00
433,1031,21.2,6.25,premium,Lima,2025-01-01 07:12:00
434,1010,3.19,59.12,pool,Nairobi,2025-01-01 07:13:00
435,1013,12.15,37.19,pool,Lima,2025-01-01 07:14:00
436,1042,24.34,25.26,premium,Toronto,2025-01-01 07:15:00
437,1031,3.7,11.15,premium,Lima,2025-01-01 07:16:00
438,1030,10.57,55.12,premium,Seoul,2025-01-01 07:17:00
439,1028,19.16,65.81,premium,Lima,2025-01-01 07:18:00
440,1008,14.05,28.03,premium,Toronto,2025-01-01 07:19:00
441,1034,3.1,35.09,premium,Nairobi,2025-01-01 07:20:00
442,1048,5.96,72.0,premium,Seoul,2025-01-01 07:21:00
443,1013,20.32,24.69,standard,Berlin,2025-01-01 07:22:00
444,1039,16.89,32.13,standard,Seoul,2025-01-01 07:23:00
445,1014,18.07,33.81,standard,Lima,2025-01-01 07:24:00
446,1021,27.3,46.9,standard,Nairobi,2025-01-01 07:25:00
447,1008,28.06,32.04,premium,Seoul,2025-01-01 07:26:00
448,1034,9.52,69.98,standard,Nairobi,2025-01-01 07:27:00
449,1031,26.66,59.63,standard,Seoul,2025-01-01 07:28:00
450,1031,16.18,24.54,pool,Seoul,2025-01-01 07:29:00
451,1005,19.64,10.84,pool,Seoul,2025-01-01 07:30:00
452,1036,3.93,67.81,pool,Seoul,2025-01-01 07:31:00
453,1007,12.64,57.63,premium,Toronto,2025-01-01 07:32:00
454,1048,28.51,30.1,pool,Berlin,2025-01-01 07:33:00
455,1034,28.24,51.53,standard,Lima,2025-01-01 07:34:00
456,1044,13.04,17.48,standard,Lima,2025-01-01 07:35:00
457,1005,8.14,29.3,standard,Berlin,2025-01-01 07:36:00
458,1022,28.84,54.71,standard,Berlin,2025-01-01 07:37:00
459,1013,15.54,43.52,pool,Berlin,2025-01-01 07:38:00
460,1037,28.48,48.5,pool,Seoul,2025-01-01 07:39:00
461,1008,2.02,43.41,pool,Seoul,2025-01-01 07:40:00
462,1041,18.23,34.72,pool,Toronto,2025-01-01 07:41:00
463,1010,9.18,38.36,standard,Seoul,2025-01-01 07:42:00
464,1030,1.11,53.3,pool,Toronto,2025-01-01 07:43:00
465,1047,15.16,74.11,pool,Berlin,2025-01-01 07:44:00
466,1033,28.5,20.76,pool,Toronto,2025-01-01 07:45:00
467,1030,14.3,70.68,premium,Nairobi,2025-01-01 07:46:00
468,1014,7.19,26.81,premium,Lima,2025-01-01 07:47:00
469,1037,21.27,41.35,standard,Berlin,2025-01-01 07:48:00
470,1043,26.4,25.81,pool,Nairobi,2025-01-01 07:49:00
471,1037,23.03,72.52,premium,Lima,2025-01-01 07:50:00
472,1045,8.25,53.31,premium,Seoul,2025-01-01 07:51:00
473,1018,23.57,27.52,pool,Seoul,2025-01-01 07:52:00
474,1010,23.55,62.67,pool,Lima,2025-01-01 07:53:00
475,1020,14.35,46.4,pool,Lima,2025-01-01 07:54:00
476,1044,22.89,43.26,premium,Toronto,2025-01-01 07:55:00
477,1038,2.06,35.91,standard,Nairobi,2025-01-01 07:56:00
478,1013,6.96,35.56,standard,Lima,2025-01-01 07:57:00
479,1012,12.24,59.27,standard,Toronto,2025-01-01 07:58:00
480,1003,27.89,19.83,premium,Seoul,2025-01-01 07:59:00
481,1010,21.18,15.01,standard,Seoul,2025-01-01 08:00:00
482,1014,20.39,51.24,pool,Berlin,2025-01-01 08:01:00
483,1026,24.87,27.9,standard,Berlin,2025-01-01 08:02:00
484,1007,21.95,21.06,pool,Berlin,2025-01-01 08:03:00
485,1027,2.82,19.46,standard,Lima,2025-01-01 08:04:00
486,1026,26.87,10.91,standard,Toronto,2025-01-01 08:05:00
487,1049,23.11,33.65,premium,Berlin,2025-01-01 08:06:00
488,1019,7.25,51.69,standard,Lima,2025-01-01 08:07:00
489,1004,18.25,62.04,standard,Seoul,2025-01-01 08:08:00
490,1048,14.1,27.3,pool,Nairobi,2025-01-01 08:09:00
491,1040,1.84,9.03,premium,Nairobi,2025-01-01 08:10:00
492,1037,24.26,20.43,premium,Nairobi,2025-01-01 08:11:00
493,1002,10.98,13.76,standard,Berlin,2025-01-01 08:12:00
494,1048,19.2,33.26,standard,Seoul,2025-01-01 08:13:00
495,1028,24.8,7.18,premium,Lima,2025-01-01 08:14:00
496,1004,27.99,57.45,pool,Nairobi,2025-01-01 08:15:00
497,1006,16.27,44.73,pool,Nairobi,2025-01-01 08:16:00
498,1012,14.0,59.31,pool,Lima,2025-01-01 08:17:00
499,1050,1.28,68.96,pool,Berlin,2025-01-01 08:18:00
500,1036,4.28,67.17,pool,Toronto,2025-01-01 08:19:00
